Attr1;Attr2;Attr3;Attr4;Attr5;Attr6;Attr7;Attr8;Attr9;Attr10;Attr11;Attr12;Attr13;Attr14;Attr15;Attr16;Attr17;Attr18;Attr19;Attr20;Attr21;Attr22;Attr23;Attr24;Attr25;Attr26;Attr27;Attr28;Attr29;Attr30;Attr31;Attr32;Attr33;Attr34;Attr35;Attr36;Attr37;Attr38;Attr39;Attr40;Attr41;Attr42;Attr43;Attr44;Attr45;Attr46;Attr47;Attr48;Attr49;Attr50;Attr51;Attr52;Attr53;Attr54;Attr55;Attr56;Attr57;Attr58;Attr59;Attr60;Attr61;Attr62;Attr63;Attr64;class
0.034999;0.72977;-0.036695;0.94191;-60.26;0;0.034433;0.37029;15.896;0.27023;0.08092;0.054514;0.034455;0.034433;4863.3;0.075052;13.703;0.034433;0.021661;52.4;0.93527;0.075861;0.022017;0.085861;0.15119;0.075827;16.319;-0.090595;45.264;0.31856;0.038388;151.92;25.866;22.388;0.071992;17.148;55.811;0.33594;0.045289;0.36185;0.25287;0.047722;84.128;31.728;0.15336;0.72314;50.982;0.055523;0.034929;0.81526;0.63165;0.38661;0.66716;0.82939;-1233;0.045307;0.12952;0.9528;0.24317;69.657;11.504;145.04;25.166;39.245;TRUE
-0.043161;0.91986;-0.31771;0.26715;-149.47;-0.10003;-0.043161;0.087098;0.8276;0.080118;0.038885;-0.09956;-0.052152;-0.043161;-7779;-0.046921;10.871;-0.043161;-0.052152;10.212;0.70468;-0.015389;-0.052152;-0.22926;-0.12223;-0.046921;-0.48244;-0.35933;47.192;11.046;-0.013609;227.56;19.544;0.92108;-0.012351;0.83601;0.20517;0.53174;-0.014924;0.038353;-19.925;-0.018595;43.745;33.533;-1.864;0.091766;99.754;-0.015389;-0.018595;0.12591;0.43352;0.51167;0.090615;0.6014;-16643;0.15978;-0.53872;0.84053;56.369;35.741;10.885;191.2;1.909;0.93603;TRUE
0.0023159;0.62776;0.18324;14.148;-245.43;0.00081256;0.011046;0.59296;0.66038;0.37224;0.050278;0.025005;0.055252;0.011046;6279.8;0.058123;1.593;0.011046;0.016727;321.59;0.79584;0.050278;0.0035069;0.026288;0.30164;0.044217;12.815;0.48861;36.312;0.94997;0.053547;261.1;13.979;0.98367;0.042867;0.66038;0.24355;0.54934;0.064912;0.012351;0.27635;0.076135;342.42;20.824;0.0039803;0.097642;343.92;0.024836;0.037609;0.99557;0.44174;0.71535;0.99258;14.648;783.86;0.064912;0.0062215;0.98347;0.47576;1.135;17.528;244.16;14.949;17.609;FALSE
0.086327;0.44217;0.16154;17.543;-20.306;0.48362;0.10189;12.616;13.358;0.55783;0.11374;0.47575;0.097312;0.10189;1241.6;0.29397;22.616;0.10189;0.076281;57.724;12.747;0.065474;0.064628;0.28209;0.5411;0.25877;55.257;0.25876;75.047;0.33103;0.076281;65.526;56.119;27.182;0.14274;13.358;0.72136;0.78583;0.10686;0.07472;0.15752;0.049017;98.293;40.569;0.40866;0.76792;64.152;0.037382;0.027985;0.8497;0.21417;0.17819;0.89355;12.588;17.543;0.10686;0.15476;0.87319;0.40873;63.232;8.997;58.524;62.368;21.397;FALSE
-0.13015;0.34488;-0.06224;0.31906;-265.85;-0.38775;-0.13015;11.678;0.28446;0.40275;-0.13015;-14.239;-14.873;-0.13015;-1828.5;-0.19962;28.996;-0.13015;-28.118;15.485;0.26815;-0.11057;-28.118;-0.34348;0.40275;-0.19962;-67.951;-0.06411;60.613;7.374;-28.118;205.03;17.802;-0.32061;-0.11057;0.21499;0.10731;0.65623;-23.888;0.15579;-0.23016;-23.888;117.68;102.19;-66.277;0.29757;4.405;-0.17188;-37.132;0.084561;0.091404;0.56173;0.41485;0.67594;-71677;-25.154;-0.32315;35.154;0.62935;23.571;35.718;720.77;0.50641;0.047678;FALSE
0.040498;0.53369;0.012043;10.567;-16.306;0.13546;0.048646;0.81713;10.914;0.4361;0.048646;0.22892;0.11141;0.048646;2820.5;0.12941;18.737;0.048646;0.078469;17.237;0.77172;0.10151;0.065325;0.1613;0.4361;0.11414;17.871;0.015531;40.808;0.84911;0.078469;136.55;26.729;0.1902;0.10151;0.68252;0.60796;0.75729;0.16374;0.069959;0.14391;0.16374;123.45;106.22;13.833;0.91891;18.813;0.081088;0.1308;0.42074;0.2125;0.37412;0.56238;0.97657;145.05;0.083777;0.092864;0.91622;0.73651;21.175;34.364;125.11;29.173;0.79945;FALSE
-0.00967;0.43649;0.17131;14.934;-544.63;-0.34165;-0.00967;1.291;0.35936;0.56351;-0.005587;-0.027849;0.077158;-0.00967;5745.8;0.063525;2.291;-0.00967;-0.026909;439.16;14.199;0;-0.026909;-0.091413;-0.18951;0.063525;0;0.35584;31.793;11.151;-0.052215;578.59;0.63085;0.50186;0.000976;0.35936;0.96563;0.65276;0.002716;0.14257;0.38905;0;476.41;37.246;-0.022365;0.24817;720.45;-0.037398;-0.10407;1.188;0.34724;15.852;11.705;13.558;258.9;0.39043;-0.017161;0.62934;0.15837;0.83112;97.997;352.69;10.349;0.74643;FALSE
-0.2777;0.59839;-0.01804;0.96346;-9.913;0;-0.2777;0.67154;0.68808;0.40184;-0.27589;-0.56242;-0.34324;-0.2777;-924.78;-0.39469;16.712;-0.2777;-0.40358;30.053;0.90492;-0.27904;-0.40358;0.24438;0.31589;-0.39469;-154.37;-0.034393;30.461;0.84781;-0.40095;140.34;26.683;22.017;-0.59663;10.415;56.271;0.48538;-0.86708;0.053582;-0.083978;-0.40553;238.31;235.31;-49.016;0.065057;15.696;-0.32056;-0.46587;0.795;0.49376;0.37477;0.76612;0.92538;-20.06;-0.8663;-0.69106;12.649;0.20788;121.45;15.511;261.92;13.936;13.119;TRUE
0.11202;0.75028;0.17474;13.019;-35.62;0;0.1504;0.33284;35.731;0.24972;0.23443;0.25985;0.051563;0.1504;1486.4;0.24556;13.328;0.1504;0.042091;51.861;10.917;0.16216;0.03135;0.3052;0.20905;0.19441;19.297;0.70893;30.983;0.20998;0.057761;62.154;58.725;45.301;0.17429;35.731;14.333;0.42123;0.048777;1,38E-02;0.12759;0.045384;76.972;25.111;0.22064;0.42473;54.521;0.12832;0.035912;10.043;0.57877;0.17028;10.131;17.089;219.12;0.048777;0.44856;0.95902;0.68679;7.038;14.535;59.122;61.737;14.496;FALSE
0.031572;0.68473;0.013908;10.337;-38.077;0;0.031572;0.46043;17.517;0.31527;0.035508;0.076471;0.027887;0.031572;5116.2;0.071342;14.604;0.031572;0.018023;19.916;0.95344;0;0.018023;0.14206;0.28542;0.071342;0;0.024263;43.892;0.38835;0.030858;95.787;38.105;22.976;0.004481;17.517;17.371;0.50593;0.0025581;0.21156;1.321;0;70.725;50.809;0.33031;0.80218;22.176;-0.017278;-0.0098638;0.62326;0.41286;0.26243;0.54999;0.88259;340.81;0.1019;0.10014;0.9006;0.60474;18.327;71.837;86.027;42.429;30.558;FALSE
0.04858;0.66746;0.12791;12.694;-78.551;0;0.057932;0.49822;15.823;0.33254;0.079199;0.12203;0.059582;0.057932;2584.1;0.14125;14.982;0.057932;0.036612;36.212;0.90135;0.077836;0.030701;0.21261;0.32986;0.12724;36.599;0.32189;42.701;0.36971;0.048434;114.38;31.912;22.697;0.06736;15.823;23.501;0.52217;0.04257;0.1804;0.19485;0.049191;119.26;83.045;0.30945;0.93875;37.822;0.04149;0.026221;0.90288;0.47473;0.31336;0.83686;13.141;2382.3;0.04257;0.14609;0.96422;0.57024;10.079;43.952;109.51;33.331;3.982;FALSE
0.0088088;0.84653;-0.095215;0.68827;-170.43;0;0.0088088;0.1813;0.62056;0.15347;0.014292;0.028839;0.098651;0.0088088;5047.2;0.072318;11.813;0.0088088;0.014195;48.891;0.98634;0;0.014195;0.026334;0.13086;0.072318;0;-0.12056;46.871;13.337;0.033128;241.83;15.093;0.5446;0.0024231;0.62056;0.24955;0.66281;0.0039047;0.11122;0.5384;0;103.67;54.781;0.10597;0.41614;65.811;-0.05241;-0.084456;0.24834;0.30545;0.66255;0.19433;0.83925;-4631.9;0.2571;0.057396;0.75272;33.187;74.655;66.629;179.66;20.317;0.78575;FALSE
0.10894;0.60402;0.23361;15.102;-16.526;0.20348;0.13438;0.54943;11.123;0.33186;0.13438;0.2935;0.095314;0.13438;1164.4;0.31348;16.556;0.13438;0.067646;57.523;0.84376;0.17395;0.054837;0.24872;0.33186;0.27135;0.97396;0.75715;44.877;0.2941;0.067646;93.57;39.008;0.28799;0.17395;19.952;25.888;0.47803;0.087564;0.043203;0.086749;0.087564;123.41;65.89;0.34796;0.82644;63.982;0.11899;0.059896;11.448;0.45785;0.25636;10.756;15.493;7180.3;0.10095;0.32825;0.89905;0.44043;63.453;55.395;84.125;43.388;64.385;FALSE
0.015619;0.85521;-0.1781;0.77711;-38.877;0.11412;0.024794;0.090737;10.313;0.0776;0.024794;0.031029;0.025165;0.024794;3302.4;0.11053;11.693;0.024794;0.006601;19.657;10.009;0.086305;0.004158;0.15303;0.0776;0.099798;0.23695;-0.46987;51.662;0.20957;0.006601;80.074;45.583;0.10092;0.086305;37.763;74.556;0.13375;0.022977;0.091927;0.18019;0.022977;53.202;33.546;0.077211;0.52395;20.271;0.016575;0.004413;0.72608;0.79906;0.21938;0.20472;0.35287;-26116;0.030312;0.20127;0.96969;0.72365;18.569;10.881;77.647;47.007;99.094;FALSE
-0.23816;0.73159;-0.21173;0.71055;-142.71;-0.35637;-0.18142;0.33871;0.93097;0.2478;-0.18142;-0.24801;-0.18988;-0.18142;-1598.1;-0.22839;13.669;-0.18142;-0.20616;63.028;0.77358;-0.14735;-0.27064;-0.32997;0.2478;-0.30595;-15.589;-0.44087;48.463;0.7299;-0.20616;282.46;12.922;-0.20141;-0.14735;0.8865;3503.4;0.2479;-0.16745;0.12936;-0.18081;-0.16745;176.34;113.31;-15.673;0.50282;58.677;-0.16168;-0.18373;0.71045;0.73148;0.77387;0.51598;0.5162;-14863;-0.074153;-0.96112;10.742;0.00042368;57.911;32.213;303.41;1.203;18.324;FALSE
0.07505;0.3857;0.14973;14.523;27.808;0.10995;0.099702;15.927;10.749;0.6143;0.099702;0.30118;0.079349;0.099702;967.95;0.37709;25.927;0.099702;0.054394;29.853;10.292;0.11122;0.040945;0.15311;0.6143;0.31317;0.65224;0.28836;44.635;0.13821;0.054394;70.86;5.151;0.28835;0.11122;18.395;85.207;0.66896;0.060677;0.41965;0.080789;0.060677;68.073;65.087;50.062;1.407;3.209;0.065477;0.035722;12.465;0.33104;0.19414;11.831;12.884;4352.7;0.069708;0.12217;0.93029;0.088985;122.27;56.079;65.92;5.537;35.301;FALSE
0.011118;0.49832;0.33747;24.066;82.342;-0.000113;0.011118;10.067;13.849;0.50168;0.026803;0.046338;0.098601;0.011118;1332;0.27403;20.067;0.011118;0.008028;5.779;11.297;0.026684;0.008028;0.14107;0.3136;0.27403;17.012;0.79855;38.397;0.33291;0.016718;61.598;59.255;28.529;-0.036745;13.849;71.609;0.57924;-0.026532;0.23475;0.10919;0.019268;137.33;131.55;0.50701;23.152;56.297;-0.098753;-0.071306;11.587;0.23992;0.16876;11.871;13.707;2333.3;-0.026532;0.022161;0.99234;0.15462;63.159;27.746;63.232;57.724;32.771;FALSE
-0.04381;0.83061;-0.13787;0.67144;-66.471;-0.1037;-0.051058;0.20268;0.92628;0.16834;-0.051058;-0.12168;-0.014247;-0.051058;-15125;-0.024132;12.039;-0.051058;-0.03629;35.286;0.99942;-0.025973;-0.031138;-0.11695;0.16834;-0.015406;-0.171;-0.19195;4.849;0.58921;-0.03629;100.83;36.199;-0.03127;-0.025973;15.082;0.35457;0.57934;-0.018461;0.0058679;54.173;-0.018461;72.452;37.167;-0.3221;0.34729;32.684;-0.056987;-0.040504;0.3392;0.41961;0.27625;0.23438;0.80659;-9737.3;-0.079585;-0.26024;10.796;24.414;10.344;98.207;108.86;3.353;19.588;FALSE
0.020863;0.74928;0.039568;10.662;-24.941;0;0.057554;0.33461;3.073;0.25072;0.064748;0.09627;0.026689;0.057554;3334.6;0.10946;13.346;0.057554;0.018729;29.608;1.215;0.029496;0.0067892;0.076619;0.24604;0.06049;4.1;0.10913;3.444;0.21292;0.02107;71.511;51.041;40.725;0.021583;3.073;25.938;0.40036;0.0070233;0.15884;0.46289;0.0095985;64.429;34.821;0.083694;0.64922;29.818;0.005036;0.0016388;0.8507;0.59784;0.19592;0.69147;11.042;110;0.0070233;0.083214;0.99103;0.59684;12.328;10.482;71.009;51.402;84.752;FALSE
0.23271;0.29312;0.6382;50.766;103.16;-0.00067228;0.27927;24.116;18.274;0.70688;0.29859;17.839;0.17852;0.27927;327.96;1.113;34.116;0.27927;0.15283;39.902;0.88419;0.28193;0.12735;0.88433;0.61695;0.95409;14.593;31.095;41.252;-0.016016;0.1634;37.265;97.947;52.313;0.29397;18.274;43.804;0.84271;0.16087;21.391;0.029708;0.15428;91.856;51.954;11.649;38.006;47.552;0.23498;0.12859;27.114;0.15655;0.1021;34.441;41.059;8515.3;0.16087;0.3292;0.84985;0.19215;91.473;70.255;31.27;11.672;89.033;FALSE
-0.56183;0.76041;-0.14527;0.73868;-179.18;0;-0.57281;0.31507;0.76941;0.23958;-0.14263;-10.304;-0.64899;-0.57281;-555.83;-0.65667;13.151;-0.57281;-0.74448;83.241;0.90942;-0.15921;-0.73022;0.73966;-0.0043477;-0.64224;-0.3701;-0.24649;48.601;0.98323;-0.70148;259.16;15.662;1.145;-0.12441;0.76941;16.781;0.37973;-0.1617;0.14383;-0.29563;-0.20692;156.88;73.635;-32.019;0.42305;73.558;-0.23268;-0.30241;0.54003;0.55591;0.63848;0.40651;0.64431;-10525;-0.017616;-23.451;16.907;0.58498;43.849;49.569;263.72;1.384;13.055;TRUE
-0.052241;0.40918;-0.013524;0.95634;-14.825;-0.059931;-0.063378;14.439;17.871;0.59082;-0.041408;-0.20462;-0.035465;-0.063378;-2356.5;-0.15489;24.439;-0.063378;-0.035465;11.103;0.87999;-0.047998;-0.029233;-0.16866;0.20233;-0.12767;-26.232;-0.019216;35.765;0.22644;-0.035465;73.592;59.461;4.501;-0.044285;17.966;2.432;0.69027;-0.024781;0.04024;-0.28416;-0.026859;57.954;46.85;-0.96098;0.21575;10.774;-0.047998;-0.026859;0.72391;0.30973;0.16818;0.83949;0.98078;-51;0.14038;-0.08842;0.86081;0.16831;32.873;77.908;63.262;57.697;25.392;TRUE
0.15496;0.23175;0.6242;36.977;32.954;0.3369;0.19307;3.295;11.636;0.76362;0.19307;0.83441;0.14641;0.19307;382.49;0.95426;4.315;0.19307;0.12782;147.55;10.454;0.20843;0.10259;0.41934;0.76362;0.7898;16.057;43.221;4.995;0.11033;0.12782;65.06;56.102;0.89938;0.20843;15.156;669.8;0.76398;0.13799;0.28973;0.032215;0.13799;190.54;42.99;0.25376;10.586;171.7;0.18035;0.1194;36.918;0.23138;0.17825;52.875;5.29;61703;0.14062;0.20292;0.85938;0.000479;24.737;84.904;55.912;65.281;10.459;FALSE
-0.065005;0.54278;-0.09303;0.73622;-56.903;-0.016622;-0.065005;0.84235;0.84846;0.45722;-0.031333;-0.18431;-0.076615;-0.065005;-3047.7;-0.11976;18.424;-0.065005;-0.076615;18.079;0.73506;-0.023266;-0.076615;0.019637;0.013931;-0.11976;-0.69098;-0.12566;38.544;0.63072;-0.03735;194.99;24.823;16.129;-0.016543;0.85955;11.574;0.64524;-0.019497;0.031113;-0.77765;-0.027422;106.98;88.902;-15.468;0.61707;17.521;0;0;0.47838;0.35269;0.53421;0.61757;0.87155;-665.27;0.22188;-0.14218;10.577;0.41125;20.189;41.056;151.72;24.057;1.146;TRUE
0.048689;0.62454;-0.011982;0.97024;-2.761;0;0.060185;0.60118;26.972;0.37546;0.071984;0.14949;0.076759;0.060185;1101.1;0.33149;16.012;0.060185;0.022314;0.91919;10.152;0.064409;0.018052;0.096836;0.098277;0.31309;54.588;-0.019662;35.743;0.20046;0.023312;54.728;66.917;43.136;0.012147;2.766;24.001;0.53538;0.0045036;0.21021;0.098544;0.02388;41.408;40.488;71.682;0.95337;0.92026;-0.082437;-0.030565;0.62543;0.40259;0.14944;0.61612;0.87854;-44.956;0.0045036;0.12968;0.97824;0.42591;397.09;90.149;54.481;66.995;4.426;FALSE
0.10407;0.23306;0.43913;3.221;99.511;0.43084;0.1325;30.375;11.196;0.70792;0.1325;0.67013;0.11562;0.1325;558.08;0.65403;42.908;0.1325;0.1005;32.751;0.8176;0.13194;0.078939;0.53409;0.70792;0.53207;11.204;12.092;42.352;0.028879;0.1005;61.285;59.558;0.56611;0.13194;13.405;14.673;0.74326;0.10007;0.99043;0.050453;0.10007;122.1;89.347;0.87975;26.227;36.668;0.11201;0.084957;27.326;0.19772;0.1679;19.494;20.467;7547.1;0.10682;0.14701;0.89318;0.049923;11.145;40.852;54.738;66.681;36.304;FALSE
0.18157;0.49627;0.12868;13.021;-12.213;0;0.18157;1.015;23.534;0.50373;0.267;0.42627;0.094666;0.18157;813.04;0.44893;2.015;0.18157;0.07715;21.847;0.80205;0.26643;0.07715;0.35669;0.44193;0.44893;31.184;0.28891;43.691;0.18191;0.091662;74.422;49.045;42.094;0.26442;23.534;13.365;0.53469;0.11236;0.29452;0.053769;0.11321;66.561;44.714;1.289;0.97139;24.612;0.22521;0.095693;11.176;0.42594;0.2039;1.131;12.005;3010.5;0.11236;0.36044;0.92314;0.061457;16.707;81.629;66.06;55.253;5.284;FALSE
-0.17461;0.44377;0.2683;27.734;95.251;0;-0.17461;12.532;0.7437;0.55615;-0.16001;-11.541;-0.011757;-0.17461;-18526;-0.019703;22.534;-0.17461;-0.23479;25.264;0.83592;-0.17264;-0.23479;-0.23767;-0.086748;-0.019703;-11.821;0.46227;40.669;0.38266;-0.21634;58.311;64.262;21.909;-0.20324;0.81213;31.324;0.67367;-0.27328;10.751;-21.844;-0.23213;126.11;100.84;-33.921;14.153;19.839;-0.33851;-0.45516;0.94553;0.15129;0.15976;0.9582;11.607;3130;-0.2734;-0.31396;11.972;0.21131;14.448;36.195;74.254;49.156;12.813;TRUE
-0.052367;0.81333;0.40456;17.389;-75.625;-0.46745;-0.052367;0.22952;69.623;0.18667;0.01925;-0.095647;-0.00531;-0.052367;-8029.6;-0.045457;12.295;-0.052367;-0.007522;28.84;12.993;0.018408;-0.007522;-0.51981;-0.17772;-0.045457;0.25704;84.395;26.546;0.11494;-0.002364;28.804;12.684;85.384;0.024766;69.633;15.121;0.4525;0.003557;0.023831;0.80201;0.002644;49.228;20.388;-0.095192;10.286;28.941;0.003013;0.000433;11.706;0.5475;0.078914;38.942;94.395;182.63;0.0035;-0.28053;0.99729;1.424;12.656;17.903;28.703;12.716;145.24;TRUE
0.37313;0.77165;0.023618;10.369;-28.809;0;0.46251;0.29592;41.302;0.22835;0.50366;0.72294;0.12662;0.46251;538.57;0.67772;12.959;0.46251;0.11198;26.183;0.91178;0.50098;0.090342;16.835;0.20599;0.5619;12.176;0.070161;36.505;0.17978;0.11848;64.04;56.996;47.254;0.48387;41.302;41.556;0.31669;0.11715;0.067859;0.045814;0.1213;54.788;28.605;12.594;0.5738;29.658;0.44053;0.10666;0.85969;0.63976;0.17545;0.67836;0.94078;105.63;0.11715;16.341;0.88903;0.38685;13.94;12.76;56.537;64.559;12.27;FALSE
-0.17408;15.376;0.25078;13.355;-20.41;-0.39502;-0.17408;-0.34994;22.893;-0.53806;-0.10387;-0.23292;-0.075588;-0.17408;-3243.2;-0.11254;0.65038;-0.17408;-0.076041;61.891;0.71183;-0.13272;-0.076041;-0.4641;-0.56909;-0.11254;-18.905;193.3;32.071;0.66253;-0.076041;111.51;32.991;16.036;-0.15741;23.621;0.88051;0.15468;-0.068758;0.03103;-0.38921;-0.057975;155.45;93.555;-0.44845;0.55042;57.917;-0.13376;-0.058427;0.64917;0.74736;0.30551;-414.74;119.23;404;-0.068601;0.32353;10.438;-12.875;58.975;39.014;119.16;30.631;1764.6;TRUE
0.0058613;0.39858;0.19768;1.939;95.771;0;0.0072373;15.089;0.9788;0.60142;0.029484;0.03438;0.036362;0.0072373;4087.6;0.089295;25.089;0.0072373;0.0073941;58.67;0.9785;0.0060182;0.0059882;0.057817;0.5474;0.085842;0.27052;0.33402;56.431;0.40721;0.0073941;107.49;36.924;19.501;0.264;0.9788;13.338;0.78949;0.26972;0.1049;0.38654;0.0061486;143.98;85.309;0.037254;11.917;73.881;-0.022335;-0.022819;10.241;0.21051;0.27083;10.162;1.334;1.939;0.26972;0;0.79303;0.31271;62.213;42.785;78.499;46.497;16.539;FALSE
0.0085363;0.62877;0.053298;10.892;-60.942;0;0.013099;0.5904;1.836;0.37123;0.035577;0.021926;0.0071348;0.013099;17520;0.020833;15.904;0.013099;0.0071348;62.201;0.94641;0.035376;0.0046495;0.96706;0.32271;0.013576;15.738;0.1526;41.257;0.33574;0.016051;140.54;26.061;24.762;0.036945;1.836;10.882;0.40227;0.020123;0.027374;0.59247;0.019268;126.12;63.916;0.027283;0.56551;73.346;0.035376;0.019268;10.349;0.59744;0.38371;10.629;11.518;711.8;0.15487;0.022995;0.86028;0.083633;58.681;57.106;118.77;30.731;52.567;TRUE
0.069548;0.69574;0.055553;10.897;-27.216;-0.2644;0.069113;0.36634;10.355;0.25488;0.069113;0.11161;0.045372;0.069113;2113.7;0.17268;14.373;0.069113;0.0261;33.216;14.242;0.11886;0.026265;-0.26428;0.25488;0.17331;0.46482;0.17082;40.194;0.25461;0.0261;88.388;41.295;0.17084;0.11886;2.683;56.697;0.33139;0.044887;0.041303;0.13464;0.044887;89.487;56.271;0.28861;0.70056;34.397;0.06783;0.025616;0.96987;0.61923;0.24216;0.7837;1.019;580.85;0.034314;0.27287;0.96569;0.3002;10.989;64.865;85.355;42.762;81.421;FALSE
0.40061;0.48709;0.068036;11.421;-60.847;0.10274;0.40061;1.053;70.627;0.51291;0.42229;0.83669;0.061567;0.40061;408.87;0.8927;2.053;0.40061;0.056722;61.879;10.941;0.42229;0.056722;0.77136;0.50335;0.8927;19.473;0.15013;33.795;0.064781;0.057555;26.342;13.88;13.644;0.42835;70.627;51.513;0.5212;0.060649;0.087168;0.035566;0.059792;26.104;19.916;33.458;0.89202;65.761;0.38807;0.054947;11.227;0.4788;0.072045;11.318;11.501;163.02;0.060649;0.78105;0.94405;0.016165;58.986;18.327;24.745;14.751;15.585;FALSE
0.15221;0.50803;0.4259;18.772;53.471;0.25954;0.18909;0.9684;10.795;0.49197;0.18909;0.38947;0.081123;0.18909;889.2;0.41048;19.684;0.18909;0.07356;10.325;16.788;0.18916;0.059211;0.32299;0.49197;0.33787;0.79437;48.083;49.964;0.18668;0.07356;74.42;49.046;0.37235;0.18916;25.795;37.264;0.51448;0.073588;0.062869;0.080066;0.073588;125.08;114.75;20.932;17.274;11.146;0.16972;0.066025;1.794;0.48552;0.20389;55.542;58.083;42236;0.073639;0.30938;0.92636;0.045749;35.352;31.807;68.939;52.945;29.021;FALSE
0.15012;0.34705;0.11272;18.304;59.321;0;0.18033;18.814;14.956;0.65295;0.20387;13.285;0.15718;0.18033;538.86;0.67735;28.814;0.18033;0.12058;19.936;12.554;0.20387;0.10038;0.29935;0.57943;0.5903;86.597;0.14998;36.107;0.19268;0.13632;38.249;9.58;37.471;0.20022;14.956;0.94955;0.82859;0.13388;0.50385;0.044731;0.13632;43.946;24.01;18.378;12.286;22.928;0.14913;0.099712;0.71593;0.13574;0.10438;0.86882;11.025;459.94;0.13388;0.22991;0.88524;0.26899;18.309;15.202;33.128;11.018;1.99;FALSE
0.067995;0.32338;0.16277;15.712;-97.969;0.11237;0.067995;20.695;10.454;0.66923;0.067995;0.23861;0.051076;0.067995;1334.9;0.27343;30.923;0.067995;0.039277;41.914;0.88384;0.074482;0.039277;0.1229;0.66923;0.27343;0.44976;0.29472;40.557;0.18155;0.039277;62.808;58.114;0.23032;0.074482;17.532;64.793;0.70765;0.043024;0.06162;0.11202;0.043024;90.696;48.782;0.34203;0.87356;43.816;0.054055;0.031224;13.845;0.28496;0.17208;12.118;12.813;1850.6;0.043421;0.1016;0.95658;0.057409;87.084;74.823;60.081;60.752;31.347;FALSE
-0.020865;0.61732;0.10947;12.996;0.23656;0;-0.017646;0.61992;15.375;0.38268;0.0068468;-0.0483;0.041886;-0.017646;3498.7;0.10433;16.199;-0.017646;-0.011477;25.075;11.253;-0.0036983;-0.013571;0.090578;0.17341;0.09911;-0.151;0.20845;38.407;0.39025;-0.00638;85.254;42.813;25.338;-0.026616;15.375;24.375;0.53415;-0.017311;0.055211;0.26263;-0.0024054;107.93;82.854;-0.19754;10.105;24.648;-0.085746;-0.055768;0.76916;0.36534;0.23357;0.72867;10.171;758.52;-0.017311;-0.054524;1.011;0.39579;14.556;44.053;86.73;42.085;29.276;FALSE
0.068178;0.34352;0.35785;28.299;49.79;-0.11994;0.073719;1.911;0.94057;0.65648;0.082655;0.37697;0.12569;0.073719;1060.7;0.34413;2.911;0.073719;0.078377;91.301;14.125;0.04602;0.072486;-0.052725;0.6342;0.328;51.503;0.80131;43.682;0.29841;0.087515;80.835;45.154;25.705;0.057551;0.94057;21.611;0.80369;0.061187;0.35514;0.1265;0.048928;187.81;96.506;0.28978;16.268;97.252;0.0015235;0.0016197;1.611;0.19556;0.22146;1.47;17.996;8354.6;0.061187;0.10385;0.95707;0.22425;39.978;37.821;75.889;48.097;21.061;FALSE
-0.18947;0.68288;-0.30324;0.31309;-235.91;0;-0.18947;0.46439;0.48745;0.31712;-0.13442;-0.42919;-0.3375;-0.18947;-1515;-0.24092;14.644;-0.18947;-0.38869;73.96;0.54414;-0.13453;-0.38869;-0.14628;0.21865;-0.24092;-2.444;-0.35189;42.967;13.998;-0.33271;253.18;14.464;0.935;-0.14897;0.50404;0.16738;0.55274;-0.3056;0.0013315;-0.20773;-0.27598;103.05;29.091;-19.182;0.22508;56.648;-0.15947;-0.32716;0.2024;0.44145;0.69364;0.368;0.64143;-6005;-0.3056;-0.59745;12.668;0.74299;49.351;12.547;330.55;11.042;0.56566;TRUE
-12.881;21.907;-16.888;0.21049;-263.32;-0.55896;-12.914;-0.54352;14.172;-11.907;-12.109;-0.60372;-0.81575;-12.914;-691.67;-0.52771;0.45647;-12.914;-0.91124;67.453;11.603;-12.296;-0.90889;-16.727;-1.847;-0.52619;-15.282;-30.719;47.004;15.426;-0.85664;475.37;13.106;12.797;-0.22519;15.926;37.373;-11.403;-0.1589;0.002563;-0.06673;-0.86767;114.55;47.099;-49.182;0.125;58.203;-1.365;-0.96316;0.20553;2.139;13.024;-21.659;-20.742;-84711;-0.15892;10.818;17.604;-0.042326;54.112;77.496;550.92;0.66253;25.779;TRUE
0.00065518;12.064;-0.49041;0.59161;-340.77;0.10793;0.010207;-0.23982;1.027;-0.28931;0.010207;0.0085001;0.03863;0.010207;10873;0.033568;0.82894;0.010207;0.009737;150.3;10.686;0.076184;0.00062499;0.12313;-0.28931;0.02565;0.74637;-16.936;41.563;11.184;0.009737;429.41;0.85001;0.063152;0.076184;12.475;50.569;-0.28379;0.072674;0.04111;0.3725;0.072674;230.17;79.877;0.0015178;0.23215;154.35;0.045896;0.043781;0.58891;12.008;11.765;-0.99911;-0.98007;-7028.5;0.026298;-0.0022646;0.9737;-0.019055;24.285;45.695;418.11;0.87297;36.203;FALSE
